transaction_id,account_id,transaction_type,amount_aud,currency,merchant_name,transaction_date,posted_date,description,status
TXN_0000724,ACC_000214,debit,3536.75,AUD,Coles,2026-01-22T00:43:04.767191,2026-03-08T09:01:22.055806,synergize dot-com infrastructures,settled
TXN_0000725,ACC_000030,credit,173.71,AUD,JB Hi-Fi,2026-01-30T04:23:14.597330,2026-01-28T19:18:56.330586,leverage front-end eyeballs,settled
TXN_0000726,ACC_000101,credit,3353.83,AUD,Rent Payment,2026-02-05T07:19:11.570409,2026-03-30T00:17:35.280221,orchestrate extensible e-markets,settled
TXN_0000727,ACC_000078,debit,4492.83,AUD,Sydney Water,2026-03-21T22:32:58.223082,2026-01-25T04:00:31.200740,harness viral web-readiness,failed
TXN_0000728,ACC_000106,debit,3465.69,AUD,Shell,2026-03-25T01:29:03.647835,2026-02-15T16:29:15.243880,transform turn-key eyeballs,pending
TXN_0000729,ACC_000164,debit,2124.81,AUD,Ausgrid,2026-02-26T00:27:08.186100,2026-02-18T01:03:55.541236,synergize 24/7 markets,settled
TXN_0000730,ACC_000162,debit,1022.33,AUD,Uber Eats,2026-02-07T02:17:00.345521,2026-03-28T13:21:49.954248,benchmark web-enabled models,settled
TXN_0000731,ACC_000215,credit,3251.71,AUD,Ausgrid,2026-03-06T15:22:37.023359,2026-03-06T06:18:17.654781,embrace real-time markets,settled
TXN_0000732,ACC_000128,debit,1930.43,AUD,BP,2026-02-17T12:21:42.200800,2026-03-10T15:29:47.560986,optimize compelling web-readiness,settled
TXN_0000733,ACC_000177,credit,3838.47,AUD,Bunnings,2026-02-25T12:56:29.709049,2026-02-09T21:38:03.783987,matrix vertical niches,failed
TXN_0002906,ACC_000045,credit,4245.18,AUD,Shell,2026-03-10T17:33:27.246398,2026-03-13T14:53:16.895819,transform interactive schemas,settled
TXN_0000735,ACC_000171,credit,3086.4,AUD,Ausgrid,2026-03-19T12:06:17.874346,2026-01-31T03:59:20.759996,maximize transparent systems,failed
TXN_0000736,ACC_000123,credit,2641.92,AUD,Woolworths,2026-01-27T09:59:49.372997,2026-03-18T02:04:50.980882,architect B2B relationships,settled
TXN_0000737,ACC_000062,credit,2557.51,AUD,Salary,2026-03-09T12:06:17.531887,2026-02-04T00:02:30.468756,incentivize cutting-edge schemas,failed
TXN_0000738,ACC_000240,credit,4410.8,AUD,BP,2026-03-01T12:31:03.801247,2026-01-19T22:55:02.231775,target distributed experiences,settled
TXN_0000739,ACC_000223,credit,848.74,AUD,Spotify,2026-04-17T08:27:06.108157,2026-01-19T21:55:39.836954,re-contextualize compelling niches,pending
TXN_0000740,ACC_000269,credit,420.95,AUD,Netflix,2026-03-14T16:08:57.635669,2026-04-05T10:02:54.523332,synergize cross-media functionalities,settled
TXN_0000741,ACC_000010,credit,122.23,AUD,Salary,2026-02-08T00:18:14.151608,2026-04-05T12:37:58.294058,envisioneer revolutionary communities,pending
TXN_0000742,ACC_000114,debit,1049.83,AUD,Coles,2026-03-27T09:23:24.584946,2026-03-11T13:00:40.350071,monetize e-business interfaces,pending
TXN_0000743,ACC_000023,credit,2334.11,AUD,Rent Payment,2026-03-23T17:21:44.312600,2026-04-04T14:37:51.286394,drive efficient e-commerce,pending
TXN_0000744,ACC_000160,debit,4453.19,AUD,BP,2026-02-07T20:11:28.970854,2026-03-06T07:10:00.261336,exploit turn-key methodologies,pending
TXN_0000745,ACC_000310,debit,1751.38,AUD,JB Hi-Fi,2026-04-14T22:50:14.231856,2026-03-18T00:43:18.991152,engineer customized niches,settled
TXN_0000746,ACC_000084,credit,1945.75,AUD,Uber Eats,2026-02-10T23:57:36.344081,2026-04-18T08:04:56.661098,facilitate best-of-breed bandwidth,settled
TXN_0000747,ACC_000255,credit,2644.33,AUD,AGL Energy,2026-04-16T04:10:45.075119,2026-02-18T10:13:21.528246,redefine global experiences,pending
TXN_0000748,ACC_000112,debit,34.98,AUD,Coles,2026-04-12T20:49:54.505398,2026-03-15T15:44:03.771188,implement value-added methodologies,pending
TXN_0000749,ACC_000255,debit,2367.07,AUD,Salary,2026-02-04T11:35:34.096306,2026-03-10T21:15:46.129661,scale holistic interfaces,pending
TXN_0000750,ACC_000184,credit,2593.23,AUD,Kmart,2026-03-09T07:07:08.183983,2026-03-31T17:20:03.506926,visualize intuitive users,pending
TXN_0000751,ACC_000141,credit,1760.82,AUD,Rent Payment,2026-01-22T15:36:05.919630,2026-04-04T18:03:22.131361,repurpose visionary methodologies,settled
TXN_0000752,ACC_000169,debit,809.33,AUD,BP,2026-01-30T23:19:57.643101,2026-04-17T08:21:33.478674,synergize synergistic architectures,pending
TXN_0000753,ACC_000157,debit,3143.8,AUD,Sydney Water,2026-02-04T19:28:41.288677,2026-03-29T23:33:40.405759,scale value-added initiatives,settled
TXN_0000754,ACC_000097,debit,1233.08,AUD,Kmart,2026-03-02T12:10:15.126681,2026-04-14T03:03:01.277029,grow value-added e-services,settled
TXN_0000755,ACC_000293,debit,4089.45,AUD,Ausgrid,2026-03-27T17:56:49.206409,2026-03-29T02:56:39.684045,innovate synergistic solutions,failed
TXN_0000756,ACC_000044,credit,345.79,AUD,Ausgrid,2026-01-27T23:04:57.654063,2026-03-16T01:47:28.503161,monetize magnetic e-services,settled
TXN_0000757,ACC_000165,credit,743.03,AUD,Woolworths,2026-04-18T01:48:44.279325,2026-04-16T22:06:55.632124,integrate efficient models,pending
TXN_0000758,ACC_000008,debit,2875.44,AUD,Uber Eats,2026-04-11T06:29:29.020738,2026-03-24T11:48:21.218828,architect clicks-and-mortar solutions,pending
TXN_0000759,ACC_000138,credit,3851.2,AUD,Woolworths,2026-04-18T10:45:51.271344,2026-03-18T07:46:37.147255,embrace efficient networks,settled
TXN_0000760,ACC_000042,debit,1473.01,AUD,Uber Eats,2026-03-05T21:27:30.166969,2026-02-04T04:59:07.901429,aggregate virtual partnerships,pending
TXN_0000761,ACC_000028,debit,2468.61,AUD,Uber Eats,2026-03-13T19:11:25.803660,2026-03-28T00:03:27.457847,enable back-end networks,settled
TXN_0000762,ACC_000188,credit,3787.27,AUD,Woolworths,2026-04-06T20:35:22.385137,2026-04-09T03:43:18.052306,drive efficient solutions,failed
TXN_0000763,ACC_000037,debit,1324.71,AUD,BP,2026-04-06T03:42:57.973037,2026-01-21T22:41:19.718522,scale dot-com methodologies,settled
TXN_0000764,ACC_000031,debit,3048.71,AUD,Shell,2026-03-11T06:36:19.839102,2026-03-01T17:14:07.537839,brand scalable vortals,settled
TXN_0000765,ACC_000088,debit,4017.26,AUD,Uber Eats,2026-02-27T19:03:32.582456,2026-04-19T10:11:05.962015,empower 24/7 methodologies,settled
TXN_0000766,ACC_000267,debit,1758.7,AUD,Woolworths,2026-03-07T12:16:22.013381,2026-03-05T11:11:46.987312,mesh revolutionary e-services,failed
TXN_0000767,ACC_000002,debit,3476.19,AUD,Salary,2026-01-24T02:11:55.098622,2026-04-12T12:28:50.238854,incubate customized vortals,settled
TXN_0000229,ACC_000154,debit,901.14,AUD,Woolworths,2026-01-20T07:53:56.593269,2026-02-06T09:06:30.892793,evolve proactive e-services,settled
TXN_0000769,ACC_000079,debit,993.72,AUD,Ausgrid,2026-04-17T21:26:29.471968,2026-02-27T00:12:24.317439,optimize interactive solutions,settled
TXN_0000770,ACC_000301,debit,199.49,AUD,Rent Payment,2026-02-03T16:02:06.729220,2026-02-16T20:05:44.349085,whiteboard mission-critical web-readiness,settled
TXN_0000771,ACC_000131,debit,2811.59,AUD,BP,2026-03-04T01:28:56.883267,2026-04-02T14:09:45.360696,benchmark open-source portals,pending
TXN_0000772,ACC_000043,debit,963.19,AUD,Bunnings,2026-02-11T02:36:24.129924,2026-03-03T11:40:49.059485,facilitate scalable supply-chains,settled
TXN_0000773,ACC_000163,credit,55.4,AUD,JB Hi-Fi,2026-03-07T15:15:11.147366,2026-02-10T04:07:16.745347,optimize visionary platforms,settled
TXN_0000774,ACC_000279,credit,2925.28,AUD,Coles,2026-03-17T03:30:29.938736,2026-03-12T23:15:12.432958,evolve leading-edge paradigms,settled
TXN_0000775,ACC_000168,credit,3454.3,AUD,Coles,2026-02-22T19:55:42.554426,2026-04-09T23:20:09.135309,scale innovative channels,failed
TXN_0000776,ACC_000239,debit,1134.85,AUD,Shell,2026-01-25T10:40:47.368149,2026-04-02T01:54:40.084004,streamline seamless e-business,pending
TXN_0000777,ACC_000287,debit,1495.21,AUD,Salary,2026-03-17T05:18:54.206774,2026-01-25T18:51:43.054813,innovate leading-edge schemas,settled
TXN_0004793,ACC_000282,credit,305.21,AUD,Uber Eats,2026-01-24T13:30:49.642691,2026-04-06T08:36:08.339626,strategize mission-critical e-business,pending
TXN_0000779,ACC_000212,debit,2266.14,AUD,Woolworths,2026-03-28T12:59:45.069554,2026-02-09T20:16:36.787731,expedite value-added bandwidth,settled
TXN_0000780,ACC_000007,debit,1390.86,AUD,Ausgrid,2026-02-23T10:01:20.112952,2026-04-01T10:18:38.533874,matrix mission-critical supply-chains,settled
TXN_0000781,ACC_000260,debit,271.06,AUD,Kmart,2026-03-19T10:44:43.010508,2026-03-21T16:25:52.953845,utilize ubiquitous deliverables,settled
TXN_0000782,ACC_000058,credit,920.93,AUD,Salary,2026-02-18T09:39:11.969602,2026-02-06T04:30:52.724342,transform value-added metrics,failed
TXN_0000783,ACC_000178,credit,605.5,AUD,Ausgrid,2026-03-25T01:28:54.088966,2026-03-14T05:23:23.412271,e-enable dynamic networks,settled
TXN_0000784,ACC_000218,credit,2916.74,AUD,Woolworths,2026-01-31T04:52:31.125276,2026-03-06T15:58:28.900869,seize next-generation info-mediaries,settled
TXN_0000785,ACC_000303,credit,1543.26,AUD,Woolworths,2026-03-26T01:56:26.732135,2026-02-28T21:08:36.662610,incentivize global paradigms,settled
TXN_0000786,ACC_000289,debit,2736.87,AUD,Shell,2026-01-25T07:24:57.437930,2026-02-16T21:57:19.488437,brand synergistic content,settled
TXN_0000787,ACC_000178,debit,292.18,AUD,JB Hi-Fi,2026-03-13T09:28:24.205032,2026-03-09T13:37:31.459865,orchestrate B2B info-mediaries,settled
TXN_0000788,ACC_000267,debit,4222.33,AUD,Bunnings,2026-02-16T15:29:30.247002,2026-02-19T17:25:10.854149,disintermediate value-added deliverables,failed
TXN_0000789,ACC_000228,debit,1064.54,AUD,Sydney Water,2026-03-13T15:27:54.759218,2026-03-21T21:53:01.710818,streamline web-enabled mindshare,pending
TXN_0000790,ACC_000127,debit,3247.95,AUD,Bunnings,2026-04-03T14:11:31.135221,2026-03-11T05:10:00.558600,streamline cutting-edge convergence,failed
TXN_0000791,ACC_000099,credit,1285.16,AUD,AGL Energy,2026-02-06T10:50:03.840152,2026-02-06T21:33:29.921486,redefine 24/365 partnerships,settled
TXN_0000792,ACC_000111,credit,361.45,AUD,BP,2026-02-19T14:30:25.758477,2026-03-20T23:19:58.440712,scale plug-and-play metrics,pending
TXN_0000793,ACC_000067,credit,1987.03,AUD,Sydney Water,2026-03-23T04:22:08.013501,2026-04-06T13:05:37.513787,maximize open-source e-business,pending
TXN_0000794,ACC_000317,debit,3688.49,AUD,Woolworths,2026-02-15T19:57:33.253797,2026-02-18T10:34:19.726645,transform ubiquitous paradigms,pending
TXN_0000795,ACC_000173,debit,3415.22,AUD,Spotify,2026-03-05T11:57:54.915788,2026-04-12T15:51:17.132552,whiteboard magnetic e-services,failed
TXN_0000796,ACC_000062,debit,1158.93,AUD,Uber Eats,2026-03-02T20:28:27.826539,2026-02-08T01:08:03.035077,syndicate open-source architectures,settled
TXN_0000797,ACC_000155,credit,325.12,AUD,Uber Eats,2026-02-07T08:14:18.017671,2026-02-05T10:43:23.326991,implement bricks-and-clicks synergies,settled
TXN_0000798,ACC_000062,debit,20.31,AUD,Sydney Water,2026-01-26T12:00:51.475820,2026-01-22T13:35:34.769693,embrace B2B technologies,settled
TXN_0000799,ACC_000201,credit,4165.72,AUD,Sydney Water,2026-02-28T12:02:11.537369,2026-03-17T16:26:15.673817,redefine bricks-and-clicks paradigms,settled
TXN_0000800,ACC_000157,credit,1386.19,AUD,Coles,2026-04-17T15:25:22.924825,2026-02-06T18:51:37.436748,envisioneer virtual e-services,pending
TXN_0000801,ACC_000012,debit,1732.64,AUD,JB Hi-Fi,2026-04-09T13:10:50.216994,2026-03-25T13:26:31.976267,facilitate interactive ROI,pending
TXN_0000802,ACC_000102,credit,2293.97,AUD,Sydney Water,2026-02-06T12:05:17.266678,2026-02-04T17:04:56.051429,morph mission-critical web-readiness,settled
TXN_0000803,ACC_000293,debit,2929.6,AUD,Sydney Water,2026-04-04T16:40:40.045236,2026-02-01T05:12:03.724020,visualize one-to-one supply-chains,settled
TXN_0000804,ACC_000098,credit,156.73,AUD,AGL Energy,2026-04-14T02:45:41.274014,2026-02-16T07:42:40.811646,incentivize out-of-the-box relationships,settled
TXN_0000805,ACC_000293,debit,1177.1,AUD,AGL Energy,2026-03-20T08:19:04.169500,2026-04-14T13:39:51.812114,exploit user-centric partnerships,settled
TXN_0000806,ACC_000102,debit,2710.27,AUD,Rent Payment,2026-01-30T12:42:02.053473,2026-04-09T07:26:12.998772,enable dynamic solutions,settled
TXN_0000807,ACC_000005,debit,3469.72,AUD,Salary,2026-03-08T19:04:23.434595,2026-03-23T08:33:33.896755,harness cutting-edge functionalities,pending
TXN_0000808,ACC_000162,debit,2334.14,AUD,BP,2026-02-10T20:58:55.992355,2026-01-24T00:32:11.815791,re-intermediate dynamic users,settled
TXN_0000809,ACC_000173,credit,3113.73,AUD,Netflix,2026-02-15T08:11:23.033166,2026-02-02T05:39:34.362349,incentivize scalable functionalities,pending
TXN_0000810,ACC_000248,credit,3303.1,AUD,Salary,2026-04-01T11:16:36.290381,2026-04-08T10:06:51.201144,iterate holistic e-tailers,settled
TXN_0000811,ACC_000040,credit,3664.3,AUD,JB Hi-Fi,2026-03-26T07:43:11.473974,2026-03-31T11:37:54.773990,generate innovative communities,pending
TXN_0000812,ACC_000293,credit,30.38,AUD,Uber Eats,2026-03-06T15:21:38.950668,2026-03-28T11:34:49.303136,visualize out-of-the-box models,settled
TXN_0000813,ACC_000036,debit,3482.19,AUD,BP,2026-03-07T13:33:45.039360,2026-02-04T23:23:30.471362,unleash out-of-the-box deliverables,settled
TXN_0000814,ACC_000303,credit,769.1,AUD,Sydney Water,2026-03-23T08:53:45.222996,2026-03-25T06:33:31.410027,synthesize collaborative niches,settled
TXN_0000815,ACC_000082,credit,820.16,AUD,Uber Eats,2026-03-13T04:07:05.662351,2026-03-18T07:03:47.149372,generate robust e-tailers,failed
TXN_0000816,ACC_000087,debit,905.43,AUD,Ausgrid,2026-02-08T14:55:54.373963,2026-02-07T03:14:09.862463,cultivate web-enabled interfaces,settled
TXN_0000817,ACC_000106,credit,1984.13,AUD,Coles,2026-02-08T12:55:02.816112,2026-02-27T02:48:15.717151,synergize granular relationships,settled
TXN_0000818,ACC_000032,credit,387.05,AUD,Coles,2026-02-11T18:32:17.384619,2026-01-27T11:50:03.330878,engineer strategic technologies,settled
TXN_0000819,ACC_000009,debit,2151.32,AUD,Coles,2026-02-28T20:53:11.332661,2026-02-20T12:09:24.823915,benchmark revolutionary bandwidth,settled
TXN_0004772,ACC_000025,credit,3383.47,AUD,Ausgrid,2026-03-06T23:14:27.997982,2026-02-19T03:19:22.072662,grow plug-and-play e-commerce,settled
TXN_0004940,ACC_000036,debit,2351.22,AUD,Netflix,2026-02-25T16:05:34.781164,2026-04-02T06:29:04.722122,harness real-time architectures,settled
TXN_0000822,ACC_000198,credit,3406.47,AUD,Shell,2026-01-22T02:08:46.696278,2026-02-28T14:48:07.734290,morph intuitive convergence,settled
TXN_0000823,ACC_000288,credit,4497.5,AUD,Shell,2026-04-10T23:56:34.189239,2026-02-15T08:54:48.579136,deliver strategic niches,pending
TXN_0000824,ACC_000155,debit,4388.91,AUD,Ausgrid,2026-04-13T06:13:25.627778,2026-01-28T17:19:07.237036,optimize bricks-and-clicks paradigms,settled
TXN_0000825,ACC_000001,credit,3917.63,AUD,Rent Payment,2026-03-10T00:10:16.642462,2026-02-18T21:40:18.975987,innovate open-source portals,settled
TXN_0000826,ACC_000008,debit,3910.72,AUD,Sydney Water,2026-02-16T02:37:14.371366,2026-04-03T06:22:29.726966,innovate efficient solutions,settled
TXN_0000827,ACC_000153,credit,2783.16,AUD,Uber Eats,2026-03-24T08:56:35.150292,2026-04-19T16:25:32.605499,iterate back-end synergies,failed
TXN_0000828,ACC_000168,debit,15.58,AUD,Rent Payment,2026-03-30T04:07:09.682361,2026-02-14T05:32:26.821569,seize wireless interfaces,settled
TXN_0000829,ACC_000006,credit,3930.65,AUD,Sydney Water,2026-04-03T19:58:31.594105,2026-03-29T01:36:58.039444,implement collaborative experiences,settled
TXN_0000830,ACC_000287,credit,1052.16,AUD,Sydney Water,2026-03-07T00:04:20.862462,2026-03-29T08:51:42.337571,orchestrate impactful e-services,failed
TXN_0000831,ACC_000032,credit,1926.48,AUD,Salary,2026-02-09T06:54:56.926986,2026-03-28T06:53:27.897680,syndicate bleeding-edge deliverables,pending
TXN_0000832,ACC_000279,debit,3304.65,AUD,JB Hi-Fi,2026-03-13T16:40:58.298698,2026-03-10T14:24:14.209751,target plug-and-play supply-chains,settled
TXN_0000833,ACC_000218,debit,576.68,AUD,Kmart,2026-04-01T03:17:28.171935,2026-02-17T00:59:47.905264,aggregate cutting-edge e-markets,failed
TXN_0000834,ACC_000187,debit,4033.99,AUD,Uber Eats,2026-02-07T17:27:29.043243,2026-03-01T08:41:39.770817,engage proactive relationships,failed
TXN_0000835,ACC_000097,debit,953.57,AUD,AGL Energy,2026-02-01T08:53:14.953825,2026-04-08T12:03:19.638906,monetize value-added models,settled
TXN_0002675,ACC_000040,credit,4470.14,AUD,Salary,2026-04-02T19:13:19.169534,2026-04-04T22:50:26.102937,facilitate magnetic e-markets,pending
TXN_0000837,ACC_000319,credit,992.86,AUD,Uber Eats,2026-02-27T04:18:31.651876,2026-03-28T14:25:39.204095,engineer seamless vortals,settled
TXN_0000838,ACC_000282,debit,4152.43,AUD,Uber Eats,2026-03-13T16:34:40.745392,2026-03-11T22:43:20.076369,integrate global eyeballs,settled
TXN_0000839,ACC_000292,credit,3923.92,AUD,Ausgrid,2026-04-17T19:36:02.162867,2026-04-19T08:21:03.313847,maximize impactful architectures,failed
TXN_0000840,ACC_000026,credit,1697.48,AUD,Sydney Water,2026-02-07T05:50:13.113833,2026-02-24T00:31:44.675520,incubate integrated solutions,pending
TXN_0000841,ACC_000277,credit,3638.3,AUD,Coles,2026-03-03T14:16:29.042347,2026-02-18T11:03:08.436094,grow seamless infrastructures,settled
TXN_0000842,ACC_000034,debit,402.49,AUD,Salary,2026-02-04T07:01:48.376317,2026-03-21T14:30:27.942473,reinvent robust metrics,settled
TXN_0000843,ACC_000310,debit,2578.42,AUD,Shell,2026-03-04T20:09:35.196360,2026-02-05T16:00:35.810239,optimize integrated technologies,pending
TXN_0000844,ACC_000243,debit,1399.63,AUD,JB Hi-Fi,2026-02-07T09:28:56.496663,2026-02-15T01:32:34.590546,mesh innovative bandwidth,pending
TXN_0000845,ACC_000172,credit,3471.11,AUD,Salary,2026-01-25T00:51:13.932470,2026-03-07T12:47:00.345153,leverage world-class e-markets,settled
TXN_0003774,ACC_000218,debit,480.98,AUD,Shell,2026-02-24T01:32:32.603205,2026-04-18T22:16:49.680029,enable next-generation info-mediaries,settled
TXN_0000847,ACC_000121,debit,2250.0,AUD,Spotify,2026-03-27T17:56:36.057840,2026-02-23T20:58:46.773539,productize best-of-breed channels,settled
TXN_0000848,ACC_000057,debit,2695.56,AUD,Sydney Water,2026-04-08T04:55:29.950393,2026-02-16T17:49:49.802765,transition collaborative communities,settled
TXN_0000849,ACC_000112,credit,2840.4,AUD,Kmart,2026-03-15T04:46:02.673001,2026-04-14T09:19:41.484718,benchmark 24/365 mindshare,pending
TXN_0000850,ACC_000025,credit,688.43,AUD,Rent Payment,2026-03-25T08:58:57.439939,2026-03-02T04:06:03.257028,aggregate clicks-and-mortar eyeballs,settled
TXN_0000851,ACC_000294,debit,4154.33,AUD,Rent Payment,2026-02-28T23:32:06.771788,2026-04-04T01:51:12.487566,expedite interactive deliverables,pending
TXN_0000852,ACC_000302,credit,1347.01,AUD,Salary,2026-02-18T11:09:38.015584,2026-03-12T02:17:23.271047,synthesize ubiquitous bandwidth,settled
TXN_0000853,ACC_000007,credit,1519.34,AUD,Shell,2026-03-12T17:12:06.281826,2026-03-27T05:18:10.567877,envisioneer ubiquitous convergence,pending
TXN_0000854,ACC_000160,debit,2376.01,AUD,Sydney Water,2026-03-23T21:26:19.412897,2026-03-24T21:54:52.332175,monetize impactful e-business,settled
TXN_0000855,ACC_000294,credit,439.29,AUD,Ausgrid,2026-04-03T23:21:46.611895,2026-04-06T08:25:04.094703,deploy interactive ROI,failed
TXN_0000856,ACC_000022,credit,2059.71,AUD,Bunnings,2026-04-10T20:40:42.887493,2026-03-26T20:33:42.977988,target integrated web services,pending
TXN_0000857,ACC_000293,credit,1310.93,AUD,JB Hi-Fi,2026-02-05T08:59:41.023839,2026-03-12T00:57:50.307657,strategize revolutionary action-items,settled
TXN_0000858,ACC_000305,debit,1630.97,AUD,Coles,2026-04-09T13:31:31.177324,2026-02-03T01:53:18.973274,matrix distributed web services,settled
TXN_0000859,ACC_000155,credit,3057.98,AUD,Woolworths,2026-04-12T07:57:18.289855,2026-03-23T16:31:48.086210,drive killer models,settled
TXN_0000860,ACC_000149,credit,809.58,AUD,Netflix,2026-02-25T21:06:56.959482,2026-03-29T10:22:27.576429,embrace out-of-the-box partnerships,settled
TXN_0000861,ACC_000250,credit,4363.82,AUD,BP,2026-03-28T20:24:44.030734,2026-03-06T06:14:52.294774,revolutionize world-class e-markets,settled
TXN_0000862,ACC_000010,debit,1084.99,AUD,Sydney Water,2026-03-01T10:46:36.206886,2026-02-11T14:43:51.223026,deliver revolutionary bandwidth,failed
TXN_0000863,ACC_000069,credit,3491.66,AUD,AGL Energy,2026-01-22T06:27:56.230397,2026-03-18T08:42:24.863947,innovate plug-and-play architectures,settled
TXN_0000864,ACC_000186,credit,1239.56,AUD,Shell,2026-02-19T19:03:20.393519,2026-02-24T19:20:00.112826,aggregate impactful paradigms,settled
TXN_0000865,ACC_000043,debit,373.24,AUD,AGL Energy,2026-01-20T19:56:51.722176,2026-01-30T04:28:10.806957,redefine global vortals,failed
TXN_0000866,ACC_000092,debit,2641.45,AUD,Uber Eats,2026-03-21T04:35:36.367083,2026-03-02T15:31:31.369550,target innovative infrastructures,settled
TXN_0000867,ACC_000292,debit,3574.86,AUD,Uber Eats,2026-03-10T05:21:38.329813,2026-02-10T16:06:33.103855,grow global info-mediaries,pending
TXN_0000868,ACC_000123,debit,448.84,AUD,Salary,2026-04-03T16:52:35.938936,2026-04-05T14:31:48.257314,leverage vertical metrics,failed
TXN_0004556,ACC_000076,credit,3658.19,AUD,Rent Payment,2026-01-28T21:52:03.581300,2026-02-15T08:06:26.827240,incubate impactful communities,failed
TXN_0000870,ACC_000222,credit,289.1,AUD,Netflix,2026-01-26T20:20:21.291595,2026-03-29T14:06:26.429309,innovate real-time eyeballs,settled
TXN_0000871,ACC_000314,debit,4345.62,AUD,Bunnings,2026-02-28T12:34:34.536916,2026-02-04T21:06:21.218415,unleash robust methodologies,failed
TXN_0000872,ACC_000292,debit,25.45,AUD,Shell,2026-03-08T18:31:13.507214,2026-02-28T15:36:02.125726,streamline sticky architectures,settled
TXN_0000873,ACC_000013,debit,2588.5,AUD,Coles,2026-03-22T23:54:14.037808,2026-02-28T19:45:58.458473,expedite clicks-and-mortar markets,failed
TXN_0000874,ACC_000102,debit,382.12,AUD,Kmart,2026-03-30T09:09:35.790019,2026-03-29T21:43:18.318218,re-contextualize interactive relationships,settled
TXN_0000875,ACC_000227,debit,1904.6,AUD,Woolworths,2026-04-11T15:40:07.646188,2026-02-06T20:43:26.733961,utilize next-generation web-readiness,settled
TXN_0000876,ACC_000123,debit,4258.05,AUD,Ausgrid,2026-04-18T21:37:21.899731,2026-02-19T04:55:37.011685,aggregate innovative e-services,settled
TXN_0000877,ACC_000279,credit,630.64,AUD,Shell,2026-04-16T03:38:41.104352,2026-01-28T13:25:04.528123,e-enable frictionless communities,failed
TXN_0000878,ACC_000145,debit,3096.15,AUD,Woolworths,2026-01-23T19:49:19.296294,2026-03-06T23:45:18.782577,transition world-class vortals,settled
TXN_0000879,ACC_000012,debit,638.79,AUD,JB Hi-Fi,2026-03-11T10:47:30.815530,2026-02-05T22:10:39.639632,architect impactful e-commerce,settled
TXN_0000880,ACC_000255,debit,2663.64,AUD,Sydney Water,2026-01-30T17:41:29.603841,2026-02-08T02:31:11.176529,seize world-class ROI,failed
TXN_0000881,ACC_000172,debit,2474.99,AUD,AGL Energy,2026-01-21T05:08:35.792797,2026-03-19T17:22:45.698318,implement integrated e-tailers,settled
TXN_0000882,ACC_000163,credit,376.02,AUD,BP,2026-03-02T03:42:39.645261,2026-01-25T19:21:00.624875,transition efficient experiences,settled
TXN_0000883,ACC_000225,debit,318.91,AUD,AGL Energy,2026-03-17T00:23:57.449392,2026-01-23T19:39:47.218865,matrix killer e-markets,settled
TXN_0000884,ACC_000298,credit,2537.04,AUD,Netflix,2026-02-16T00:04:08.317477,2026-03-14T18:18:44.094264,transform frictionless portals,failed
TXN_0000885,ACC_000064,credit,3697.32,AUD,Ausgrid,2026-04-16T04:16:11.861242,2026-03-14T20:28:04.920714,whiteboard integrated methodologies,pending
TXN_0000886,ACC_000156,debit,4338.13,AUD,Kmart,2026-04-13T01:47:25.250549,2026-03-30T06:59:34.242937,enable open-source ROI,settled
TXN_0000887,ACC_000223,debit,3078.38,AUD,Shell,2026-03-18T01:07:06.440279,2026-04-09T10:07:25.642320,harness compelling partnerships,settled
TXN_0000888,ACC_000151,credit,3501.65,AUD,Ausgrid,2026-02-19T00:34:56.176138,2026-03-15T15:11:13.113087,benchmark customized architectures,settled
TXN_0000889,ACC_000112,debit,442.11,AUD,JB Hi-Fi,2026-03-06T20:34:17.275137,2026-03-27T15:04:23.058794,deliver value-added e-services,pending
TXN_0000890,ACC_000039,debit,792.03,AUD,Kmart,2026-01-21T18:34:33.239957,2026-03-29T04:04:03.458793,embrace extensible action-items,failed
TXN_0000891,ACC_000201,debit,2381.03,AUD,Rent Payment,2026-03-27T06:38:51.695747,2026-03-29T00:24:20.902227,re-intermediate strategic markets,settled
TXN_0000892,ACC_000229,credit,2734.19,AUD,Bunnings,2026-02-01T05:52:29.434204,2026-03-05T18:00:15.123403,aggregate B2C architectures,settled
TXN_0000893,ACC_000314,credit,814.26,AUD,AGL Energy,2026-02-07T06:13:38.326828,2026-01-23T06:38:00.620175,re-contextualize visionary supply-chains,failed
TXN_0000894,ACC_000229,credit,2146.66,AUD,Woolworths,2026-01-31T22:46:18.284277,2026-02-17T10:38:18.628632,generate revolutionary deliverables,failed
TXN_0000895,ACC_000298,debit,2959.55,AUD,Spotify,2026-04-01T02:59:57.501474,2026-02-26T04:55:29.086386,transition front-end web-readiness,settled
TXN_0000896,ACC_000022,credit,3184.2,AUD,Spotify,2026-02-09T11:24:59.931354,2026-03-26T19:45:39.453690,facilitate interactive e-tailers,pending
TXN_0000897,ACC_000296,credit,825.2,AUD,Ausgrid,2026-03-09T09:40:06.184533,2026-04-11T11:04:48.880746,repurpose interactive methodologies,pending
TXN_0000898,ACC_000206,credit,1242.29,AUD,Sydney Water,2026-03-23T12:42:56.104763,2026-02-08T21:14:02.968138,cultivate enterprise deliverables,settled
TXN_0000899,ACC_000126,debit,4263.62,AUD,Shell,2026-02-17T19:29:27.242640,2026-02-28T16:15:16.281678,implement innovative models,settled
